Problem,Ha,pHa,La,Hb,pHb,Lb,Manipulation,Amb,LotShape,LotNum,Corr,av1,ap1,av2,ap2,bv1,bp1,bv2,bp2,bv3,bp3,bv4,bp4,bv5,bp5,bv6,bp6,bv7,bp7,bv8,bp8,bv9,bp9,bv10,bp10,B1,B2,B3,B4,B5,evA,evB,minA,minB,dMins,maxA,maxB,dMaxs,UEVa,UEVb,dEV0,dEV,dEVfb,dUniEV,EVsa,EVsb,dSignEV,dMins.1,sdA,sdB,countA,countB,usdA,usdB,ssdA,ssdB,dSD,SignMax,RatioMin,pBetter0,pBetterFB,pBetterU,pBetterS,pBetterSFB,Dom
95,-3,0.05,-9,42,0.4,-24,1,0,L-skew,6,1,-9,0.95,-3.0,0.05,-24,0.6,-15.0,0.0125,17.0,0.0125,33.0,0.025,41.0,0.05,45.0,0.1,47.0,0.2,,,,,,,0.72,0.6,0.57,0.57,0.57,-8.7,2.4,-9,-24,-15,-3,47,50,-6.0,20.57142857,11.1,11.1,11.1,26.57142857,-1.0,-0.225,0.775,-15,1.307669683,33.19397536,2,7,3.0,27.07585716,0.0,0.974358763,31.88630567,1,0.375,-0.2727272727272729,-0.2727272727272729,-0.7373737373737366,-0.5757575757575757,-0.5757575757575757,0
96,35,0.5,-47,-10,0.75,-15,0,0,-,1,0,-47,0.5,35.0,0.5,-15,0.25,-10.0,0.75,,,,,,,,,,,,,,,,,0.3,0.34,0.37,0.34,0.31,-6.0,-11.25,-47,-15,32,35,-10,-45,-6.0,-12.5,-5.25,-5.25,-5.25,-6.5,0.0,-1.0,-1.0,32,41.0,2.165063509,2,2,41.0,2.5,1.0,0.0,-38.83493649,1,0.319148936,0.1111111111111111,2.052631578947367,0.1313131313131313,0.6969696969696964,12.999999999999956,0
97,10,1.0,10,45,0.2,-5,0,0,-,1,0,10,1.0,,,-5,0.8,45.0,0.2,,,,,,,,,,,,,,,,,0.22,0.14,0.27,0.24,0.21,10.0,5.0,10,-5,-15,10,45,35,10.0,20.0,-5.0,-5.0,-5.0,10.0,1.0,-0.6,-1.6,-15,0.0,20.0,1,2,0.0,25.0,0.0,0.8,20.0,1,0.5,0.1919191919191918,3.0000000000000013,-0.3131313131313133,0.9595959595959578,19.000000000000025,0
98,94,0.5,-40,36,0.75,-21,2,0,Symm,7,0,-40,0.5,94.0,0.5,-21,0.25,33.0,0.01171875,34.0,0.0703125,35.0,0.17578125,36.0,0.234375,37.0,0.17578125,38.0,0.0703125,39.0,0.01171875,,,,,0.51,0.45,0.43,0.44,0.45,27.0,21.75,-40,-21,19,94,39,-55,27.0,28.875,-5.25,-5.25,-5.25,1.875,0.0,0.5,0.5,19,67.0,24.70450364,2,8,67.0,18.94358401,1.0,0.866025404,-42.29549636,1,0.525,0.0909090909090909,1.2105263157894728,-0.0303030303030302,-0.999999999999998,-6.157894736842099,0
99,22,1.0,22,44,0.4,15,2,0,Symm,5,0,22,1.0,,,15,0.6,42.0,0.025,43.0,0.1,44.0,0.15,45.0,0.1,46.0,0.025,,,,,,,,,0.65,0.74,0.75,0.71,0.71,22.0,26.6,22,15,-7,22,46,24,22.0,39.16666667,4.6,4.6,4.6,17.16666667,1.0,1.0,0.0,-7,0.0,14.22111107,1,6,0.0,10.88449458,0.0,0.0,14.22111107,1,0.681818182,-0.2525252525252526,-4.999999999999999,-0.8989898989898975,0.0,-1.1102230246251563e-16,0
100,18,0.6,-29,-1,1.0,-1,0,0,-,1,0,-29,0.4,18.0,0.6,-1,1.0,,,,,,,,,,,,,,,,,,,0.54,0.46,0.5,0.54,0.53,-0.8,-1.0,-29,-1,28,18,-1,-19,-5.5,-1.0,-0.2,-0.2,-0.2,4.5,0.2,-1.0,-1.2,28,23.02520358,0.0,2,1,23.5,0.0,0.979795897,0.0,-23.02520358,1,0.034482759,0.0101010101010101,0.9999999999999984,-0.1515151515151514,0.7777777777777768,14.999999999999948,0
101,28,1.0,28,73,0.05,27,2,0,Symm,3,0,28,1.0,,,27,0.95,72.0,0.0125,73.0,0.025,74.0,0.0125,,,,,,,,,,,,,0.83,0.83,0.79,0.77,0.76,28.0,29.3,28,27,-1,28,74,46,28.0,61.5,1.3,1.3,1.3,33.5,1.0,1.0,0.0,-1,0.0,10.02671432,1,4,0.0,19.93113143,0.0,1.11022e-16,10.02671432,1,0.964285714,-0.1111111111111111,-3.0000000000000013,-0.9191919191919176,3.122502256758253e-17,0.1578947368421042,0
102,11,1.0,11,25,0.5,-3,2,1,Symm,3,0,11,1.0,,,-3,0.5,24.0,0.125,25.0,0.25,26.0,0.125,,,,,,,,,,,,,0.39,0.51,0.59,0.62,0.59,11.0,11.0,11,-3,-14,11,26,15,11.0,18.0,-2.333333333,0.0,-1.166666667,7.0,1.0,0.0,-1.0,-14,0.0,14.00892573,1,4,0.0,12.1449578,0.0,1.0,14.00892573,1,0.272727273,-3.122502256758253e-17,0.0526315789473684,-0.4343434343434346,0.6969696969696964,12.999999999999956,0
103,27,0.8,-4,77,0.1,22,1,0,R-skew,6,-1,-4,0.2,27.0,0.8,22,0.9,72.0,0.05,74.0,0.025,78.0,0.0125,86.0,0.00625,102.0,0.003125,134.0,0.003125,,,,,,,0.83,0.82,0.73,0.78,0.77,20.8,27.5,-4,22,26,27,134,107,11.5,81.14285714,6.7,6.7,6.7,69.64285714,0.6,1.0,0.4,26,12.4,16.92187933,2,7,15.5,31.38438452,0.8,0.0,4.521879328,1,0.181818182,-0.8787878787878773,-0.1919191919191918,-0.999999999999998,-0.3939393939393941,-0.3939393939393941,0
104,-6,1.0,-6,3,0.99,-27,0,0,-,1,0,-6,1.0,,,-27,0.01,3.0,0.99,,,,,,,,,,,,,,,,,0.85,0.95,0.98,0.97,0.98,-6.0,2.7,-6,-27,-21,-6,3,9,-6.0,-12.0,8.7,8.7,8.7,-6.0,-1.0,0.98,1.98,-21,0.0,2.984962311,1,2,0.0,15.0,0.0,0.198997487,2.984962311,1,0.222222222,-0.999999999999998,-19.000000000000025,0.3131313131313132,-0.999999999999998,-19.000000000000025,0
105,30,1.0,30,90,0.01,36,0,0,-,1,0,30,1.0,,,36,0.99,90.0,0.01,,,,,,,,,,,,,,,,,0.9,0.97,1.0,1.0,1.0,30.0,36.54,30,36,6,30,90,60,30.0,63.0,6.54,6.54,6.54,33.0,1.0,1.0,0.0,6,0.0,5.37293216,1,2,0.0,27.0,0.0,0.0,5.37293216,1,0.833333333,-0.7777777777777768,-14.999999999999948,-0.7777777777777768,0.0,-1.1102230246251563e-16,0
106,2,1.0,2,34,0.05,-5,2,0,Symm,5,0,2,1.0,,,-5,0.95,32.0,0.003125,33.0,0.0125,34.0,0.01875,35.0,0.0125,36.0,0.003125,,,,,,,,,0.2,0.14,0.15,0.15,0.12,2.0,-3.05,2,-5,-7,2,36,34,2.0,27.5,-5.05,-5.05,-5.05,25.5,1.0,-0.9,-1.9,-7,0.0,8.502793659,1,6,0.0,14.59166429,0.0,0.435889894,8.502793659,1,0.4,0.4545454545454547,8.999999999999979,-0.9191919191919176,0.999999999999998,19.000000000000025,0
107,25,1.0,25,65,0.25,9,2,0,Symm,5,0,25,1.0,,,9,0.75,63.0,0.015625,64.0,0.0625,65.0,0.09375,66.0,0.0625,67.0,0.015625,,,,,,,,,0.39,0.39,0.4,0.37,0.32,25.0,23.0,25,9,-16,25,67,42,25.0,55.66666667,-2.0,-2.0,-2.0,30.66666667,1.0,1.0,0.0,-16,0.0,24.25386567,1,6,0.0,20.90985945,0.0,0.0,24.25386567,1,0.36,0.0707070707070706,0.9999999999999996,-0.8585858585858572,0.0,-1.1102230246251563e-16,0
108,16,1.0,16,91,0.2,-11,0,0,-,1,0,16,1.0,,,-11,0.8,91.0,0.2,,,,,,,,,,,,,,,,,0.27,0.17,0.23,0.19,0.18,16.0,9.4,16,-11,-27,16,91,75,16.0,40.0,-6.6,-6.6,-6.6,24.0,1.0,-0.6,-1.6,-27,0.0,40.8,1,2,0.0,51.0,0.0,0.8,40.8,1,0.6875,0.1313131313131312,3.0000000000000013,-0.373737373737374,0.9595959595959578,19.000000000000025,0
109,11,1.0,11,26,0.5,-9,0,0,-,1,0,11,1.0,,,-9,0.5,26.0,0.5,,,,,,,,,,,,,,,,,0.33,0.41,0.47,0.38,0.4,11.0,8.5,11,-9,-20,11,26,15,11.0,8.5,-2.5,-2.5,-2.5,-2.5,1.0,0.0,-1.0,-20,0.0,17.5,1,2,0.0,17.5,0.0,1.0,17.5,1,0.818181818,0.111111111111111,3.0000000000000013,0.111111111111111,0.6969696969696964,12.999999999999956,0
110,12,1.0,12,29,0.8,-35,1,0,L-skew,2,0,12,1.0,,,-35,0.2,28.0,0.4,30.0,0.4,,,,,,,,,,,,,,,0.56,0.72,0.71,0.7,0.77,12.0,16.2,12,-35,-47,12,30,18,12.0,7.666666667,4.2,4.2,4.2,-4.333333333,1.0,0.6,-0.4,-47,0.0,25.61562023,1,3,0.0,30.18093585,0.0,0.8,25.61562023,1,0.342857143,-0.1313131313131313,-3.0000000000000013,0.111111111111111,0.3939393939393941,6.9999999999999885,0
111,28,1.0,28,47,0.6,-13,0,0,-,1,0,28,1.0,,,-13,0.4,47.0,0.6,,,,,,,,,,,,,,,,,0.25,0.41,0.41,0.4,0.39,28.0,23.0,28,-13,-41,28,47,19,28.0,17.0,-5.0,-5.0,-5.0,-11.0,1.0,0.2,-0.8,-41,0.0,29.39387691,1,2,0.0,30.0,0.0,0.979795897,29.39387691,1,0.464285714,0.1313131313131312,3.0000000000000013,0.292929292929293,0.5959595959595958,10.999999999999968,0
112,-7,1.0,-7,28,0.2,-18,2,0,Symm,7,0,-7,1.0,,,-18,0.8,25.0,0.003125,26.0,0.01875,27.0,0.046875,28.0,0.0625,29.0,0.046875,30.0,0.01875,31.0,0.003125,,,,,0.51,0.36,0.31,0.29,0.26,-7.0,-8.8,-7,-18,-11,-7,31,38,-7.0,22.25,-1.8,-1.8,-1.8,29.25,-1.0,-0.6,0.4,-11,0.0,18.40815037,1,8,0.0,15.32767106,0.0,0.8,18.40815037,1,0.388888889,0.0707070707070706,0.9999999999999996,-0.9595959595959578,-0.3939393939393942,-6.9999999999999885,0
113,9,0.95,0,37,0.25,-3,1,0,R-skew,6,0,0,0.05,9.0,0.95,-3,0.75,32.0,0.125,34.0,0.0625,38.0,0.03125,46.0,0.015625,62.0,0.0078125,94.0,0.0078125,,,,,,,0.35,0.37,0.37,0.38,0.37,8.55,7.0,0,-3,-3,9,94,85,4.5,43.28571429,-1.55,-1.55,-1.55,38.78571429,0.95,-0.5,-1.45,-3,1.961504525,18.30983342,2,7,4.5,27.55106576,0.217944947,0.866025404,16.3483289,1,0.0,0.0707070707070706,1.4210526315789465,-0.9191919191919176,0.979797979797978,17.947368421052627,0
114,72,0.01,-2,112,0.25,-33,0,0,-,1,-1,-2,0.99,72.0,0.01,-33,0.75,112.0,0.25,,,,,,,,,,,,,,,,,0.44,0.45,0.4,0.42,0.32,-1.26,3.25,-2,-33,-31,72,112,40,35.0,39.5,4.51,4.51,4.51,4.5,-0.98,-0.5,0.48,-31,7.362907035,62.78684177,2,2,37.0,72.5,0.198997487,0.866025404,55.42393474,1,0.060606061,-0.0707070707070707,-0.0505050505050504,-0.1111111111111111,-0.5353535353535355,-0.3535353535353536,0
115,50,0.4,5,20,0.8,-17,2,0,Symm,7,0,5,0.6,50.0,0.4,-17,0.2,17.0,0.0125,18.0,0.075,19.0,0.1875,20.0,0.25,21.0,0.1875,22.0,0.075,23.0,0.0125,,,,,0.17,0.19,0.23,0.2,0.2,23.0,12.6,5,-17,-22,50,23,-27,27.5,15.375,-10.4,-10.4,-10.4,-12.125,1.0,0.6,-0.4,-22,22.04540769,14.84048517,2,8,22.5,12.3787873,0.0,0.8,-7.204922518,1,0.294117647,0.8585858585858572,6.368421052631571,0.7777777777777768,0.3939393939393941,6.9999999999999885,0
116,2,1.0,2,45,0.05,3,2,0,Symm,5,0,2,1.0,,,3,0.95,43.0,0.003125,44.0,0.0125,45.0,0.01875,46.0,0.0125,47.0,0.003125,,,,,,,,,0.95,0.99,1.0,1.0,1.0,2.0,5.1,2,3,1,2,47,45,2.0,38.0,3.1,3.1,3.1,36.0,1.0,1.0,0.0,1,0.0,9.156418514,1,6,0.0,15.70562532,0.0,0.0,9.156418514,1,0.666666667,-0.2727272727272729,-4.999999999999999,-0.979797979797978,0.0,-1.1102230246251563e-16,0
117,-6,1.0,-6,7,0.5,-30,0,0,-,1,0,-6,1.0,,,-30,0.5,7.0,0.5,,,,,,,,,,,,,,,,,0.33,0.39,0.36,0.35,0.34,-6.0,-11.5,-6,-30,-24,-6,7,13,-6.0,-11.5,-5.5,-5.5,-5.5,-5.5,-1.0,0.0,1.0,-24,0.0,18.5,1,2,0.0,18.5,0.0,1.0,18.5,1,0.2,0.2323232323232323,4.999999999999999,0.2323232323232323,-0.6969696969696964,-12.999999999999956,0
118,26,1.0,26,46,0.5,10,1,0,L-skew,6,0,26,1.0,,,-11,0.015625,10.0,0.5,21.0,0.015625,37.0,0.03125,45.0,0.0625,49.0,0.125,51.0,0.25,,,,,,,0.47,0.56,0.62,0.59,0.57,26.0,28.0,26,-11,-37,26,51,25,26.0,28.85714286,2.0,2.0,2.0,2.857142857,1.0,0.96875,-0.03125,-37,0.0,19.86202407,1,7,0.0,21.47708793,0.0,0.248039185,19.86202407,1,0.423076923,-0.0909090909090909,-0.9999999999999996,-0.1111111111111111,0.111111111111111,2.5789473684210527,0
119,19,0.4,12,100,0.25,-12,1,0,R-skew,2,0,12,0.6,19.0,0.4,-12,0.75,99.0,0.125,101.0,0.125,,,,,,,,,,,,,,,0.33,0.32,0.34,0.34,0.35,14.8,16.0,12,-12,-24,19,101,82,15.5,62.66666667,1.2,1.2,1.2,47.16666667,1.0,-0.5,-1.5,-24,3.42928564,48.5,2,3,3.5,52.8036194,0.0,0.866025404,45.07071436,1,1.0,-0.0303030303030303,-0.368421052631579,-0.6767676767676762,0.9191919191919176,19.000000000000025,0
120,-9,0.95,-26,-1,0.1,-11,0,0,-,1,0,-26,0.05,-9.0,0.95,-11,0.9,-1.0,0.1,,,,,,,,,,,,,,,,,0.57,0.41,0.43,0.46,0.42,-9.85,-10.0,-26,-11,15,-9,-1,8,-17.5,-6.0,-0.15,-0.15,-0.15,11.5,-1.0,-1.0,0.0,15,3.705064102,3.0,2,2,8.5,5.0,0.0,0.0,-0.705064102,-1,0.423076923,0.1717171717171717,0.6842105263157892,-0.999999999999998,0.0,-1.1102230246251563e-16,0
121,-8,1.0,-8,21,0.01,0,2,0,Symm,3,0,-8,1.0,,,0,0.99,20.0,0.0025,21.0,0.005,22.0,0.0025,,,,,,,,,,,,,0.79,0.95,0.99,1.0,0.99,-8.0,0.21,-8,0,8,-8,22,30,-8.0,15.75,8.21,8.21,8.21,23.75,-1.0,0.01,1.01,8,0.0,2.090669749,1,4,0.0,9.120718173,0.0,0.099498744,2.090669749,1,0.0,-0.999999999999998,-19.000000000000025,-0.999999999999998,-0.999999999999998,-19.000000000000025,0
122,68,0.05,-14,-11,0.9,-36,0,0,-,1,0,-14,0.95,68.0,0.05,-36,0.1,-11.0,0.9,,,,,,,,,,,,,,,,,0.36,0.39,0.42,0.46,0.4,-9.9,-13.5,-14,-36,-22,68,-11,-79,27.0,-23.5,-3.6,-3.6,-3.6,-50.5,-0.9,-1.0,-0.1,-22,17.87148567,7.5,2,2,41.0,12.5,0.435889894,0.0,-10.37148567,1,0.388888889,0.2727272727272729,3.1052631578947385,0.9393939393939376,0.191919191919192,3.0000000000000013,0
123,28,0.75,-13,57,0.1,16,0,0,-,1,0,-13,0.25,28.0,0.75,16,0.9,57.0,0.1,,,,,,,,,,,,,,,,,0.74,0.64,0.66,0.7,0.63,17.75,20.1,-13,16,29,28,57,29,7.5,36.5,2.35,2.35,2.35,29.0,0.5,1.0,0.5,29,17.75352078,12.3,2,2,20.5,20.5,0.866025404,0.0,-5.453520778,1,0.8125,-0.3333333333333334,-1.8421052631578927,-0.999999999999998,-0.4343434343434345,-8.999999999999979,0
124,15,0.95,7,42,0.01,19,0,0,-,1,0,7,0.05,15.0,0.95,19,0.99,42.0,0.01,,,,,,,,,,,,,,,,,0.85,0.96,0.97,0.97,0.98,14.6,19.23,7,19,12,15,42,27,11.0,30.5,4.63,4.63,4.63,19.5,1.0,1.0,0.0,12,1.743559577,2.288471105,2,2,4.0,11.5,0.0,0.0,0.544911528,1,0.368421053,-0.999999999999998,-17.842105263157887,-0.999999999999998,0.0,-1.1102230246251563e-16,0
125,28,1.0,28,41,0.4,12,0,0,-,1,0,28,1.0,,,12,0.6,41.0,0.4,,,,,,,,,,,,,,,,,0.29,0.36,0.33,0.33,0.36,28.0,23.6,28,12,-16,28,41,13,28.0,26.5,-4.4,-4.4,-4.4,-1.5,1.0,1.0,0.0,-16,0.0,14.20704051,1,2,0.0,14.5,0.0,0.0,14.20704051,1,0.428571429,0.2525252525252525,4.999999999999999,0.0909090909090908,0.0,-1.1102230246251563e-16,0
126,-8,1.0,-8,80,0.2,-18,2,0,Symm,7,0,-8,1.0,,,-18,0.8,77.0,0.003125,78.0,0.01875,79.0,0.046875,80.0,0.0625,81.0,0.046875,82.0,0.01875,83.0,0.003125,,,,,0.53,0.52,0.51,0.49,0.52,-8.0,1.6,-8,-18,-10,-8,83,91,-8.0,67.75,9.6,9.6,9.6,75.75,-1.0,-0.6,0.4,-10,0.0,39.20382634,1,8,0.0,32.46440358,0.0,0.8,39.20382634,1,0.444444444,-0.191919191919192,-3.0000000000000013,-0.999999999999998,-0.3939393939393942,-6.9999999999999885,0
127,4,1.0,4,29,0.6,-40,0,1,-,1,0,4,1.0,,,-40,0.4,29.0,0.6,,,,,,,,,,,,,,,,,0.26,0.33,0.44,0.46,0.44,4.0,1.4,4,-40,-44,4,29,25,4.0,-5.5,-17.83333333,-2.6,-10.21666667,-9.5,1.0,0.2,-0.8,-44,0.0,33.80295845,1,2,0.0,34.5,0.0,0.979795897,33.80295845,1,0.1,0.0707070707070706,0.9999999999999996,0.2121212121212121,0.5959595959595958,10.999999999999968,0
128,-3,1.0,-3,32,0.4,-16,0,0,-,1,0,-3,1.0,,,-16,0.6,32.0,0.4,,,,,,,,,,,,,,,,,0.64,0.57,0.56,0.57,0.56,-3.0,3.2,-3,-16,-13,-3,32,35,-3.0,8.0,6.2,6.2,6.2,11.0,-1.0,-0.2,0.8,-13,0.0,23.51510153,1,2,0.0,24.0,0.0,0.979795897,23.51510153,1,0.1875,-0.2121212121212122,-4.999999999999999,-0.3535353535353537,-0.5959595959595958,-10.999999999999968,0
129,-2,1.0,-2,-2,1.0,-2,2,0,Symm,9,0,-2,1.0,,,-6,0.00390625,-5.0,0.03125,-4.0,0.109375,-3.0,0.21875,-2.0,0.2734375,-1.0,0.21875,0.0,0.109375,1.0,0.03125,2.0,0.00390625,,,0.46,0.53,0.51,0.48,0.53,-2.0,-2.0,-2,-6,-4,-2,2,4,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.0,-0.8203125,0.1796875,-4,0.0,1.414213562,1,9,0.0,2.581988897,0.0,0.466596616,1.414213562,1,0.333333333,-3.122502256758253e-17,0.0,-3.122502256758253e-17,-0.2929292929292931,-5.315789473684208,0
130,72,0.4,-41,16,0.01,1,0,0,-,1,0,-41,0.6,72.0,0.4,1,0.99,16.0,0.01,,,,,,,,,,,,,,,,,0.61,0.6,0.56,0.54,0.54,4.2,1.15,-41,1,42,72,16,-56,15.5,8.5,-3.05,-3.05,-3.05,-7.0,-0.2,1.0,1.2,42,55.35846819,1.492481156,2,2,56.5,7.5,0.979795897,0.0,-53.86598703,1,0.024390244,0.0505050505050505,0.9999999999999984,0.1111111111111111,-0.7777777777777768,-14.999999999999948,0
131,18,1.0,18,45,0.01,11,0,0,-,1,0,18,1.0,,,11,0.99,45.0,0.01,,,,,,,,,,,,,,,,,0.19,0.09,0.08,0.08,0.06,18.0,11.34,18,11,-7,18,45,27,18.0,28.0,-6.66,-6.66,-6.66,10.0,1.0,1.0,0.0,-7,0.0,3.382957286,1,2,0.0,17.0,0.0,0.0,3.382957286,1,0.611111111,0.9595959595959578,19.000000000000025,-0.4545454545454548,0.0,-1.1102230246251563e-16,0
132,11,1.0,11,20,0.99,4,2,0,Symm,7,0,11,1.0,,,4,0.01,17.0,0.01546875,18.0,0.0928125,19.0,0.23203125,20.0,0.309375,21.0,0.23203125,22.0,0.0928125,23.0,0.01546875,,,,,0.81,0.94,0.97,0.97,0.98,11.0,19.84,11,4,-7,11,23,12,11.0,18.0,8.84,8.84,8.84,7.0,1.0,1.0,0.0,-7,0.0,2.004844134,1,8,0.0,5.61248608,0.0,0.0,2.004844134,1,0.363636364,-0.999999999999998,-19.000000000000025,-0.7979797979797969,0.0,-1.1102230246251563e-16,0
133,3,1.0,3,8,0.99,-17,2,0,Symm,9,0,3,1.0,,,-17,0.01,4.0,0.003867188,5.0,0.0309375,6.0,0.10828125,7.0,0.2165625,8.0,0.270703125,9.0,0.2165625,10.0,0.10828125,11.0,0.0309375,12.0,0.003867188,0.71,0.91,0.92,0.92,0.94,3.0,7.75,3,-17,-20,3,12,9,3.0,5.5,4.75,4.75,4.75,2.5,1.0,0.98,-0.02,-20,0.0,2.857883832,1,10,0.0,7.889866919,0.0,0.198997487,2.857883832,1,0.176470588,-0.9191919191919176,-19.000000000000025,-0.2525252525252526,0.0909090909090908,0.9999999999999996,0
134,27,0.05,24,31,0.5,10,2,0,Symm,3,0,24,0.95,27.0,0.05,10,0.5,30.0,0.125,31.0,0.25,32.0,0.125,,,,,,,,,,,,,0.34,0.34,0.38,0.38,0.37,24.15,20.5,24,10,-14,27,32,5,25.5,25.75,-3.65,-3.65,-3.65,0.25,1.0,1.0,0.0,-14,0.653834842,10.51189802,2,4,1.5,9.120718173,0.0,0.0,9.858063179,1,0.416666667,0.292929292929293,5.421052631578944,-0.0303030303030303,0.0,-1.1102230246251563e-16,0
135,6,1.0,6,8,0.5,-1,0,0,-,1,0,6,1.0,,,-1,0.5,8.0,0.5,,,,,,,,,,,,,,,,,0.25,0.32,0.31,0.29,0.29,6.0,3.5,6,-1,-7,6,8,2,6.0,3.5,-2.5,-2.5,-2.5,-2.5,1.0,0.0,-1.0,-7,0.0,4.5,1,2,0.0,4.5,0.0,1.0,4.5,1,0.166666667,0.4343434343434345,8.999999999999979,0.4343434343434345,0.6969696969696964,12.999999999999956,0
136,4,1.0,4,25,0.01,-5,0,0,-,1,0,4,1.0,,,-5,0.99,25.0,0.01,,,,,,,,,,,,,,,,,0.16,0.07,0.07,0.05,0.05,4.0,-4.7,4,-5,-9,4,25,21,4.0,10.0,-8.7,-8.7,-8.7,6.0,1.0,-0.98,-1.98,-9,0.0,2.984962311,1,2,0.0,15.0,0.0,0.198997487,2.984962311,1,0.8,0.999999999999998,19.000000000000025,-0.3131313131313133,0.999999999999998,19.000000000000025,0
137,3,1.0,3,4,0.4,3,2,1,Symm,5,0,3,1.0,,,2,0.025,3.0,0.7,4.0,0.15,5.0,0.1,6.0,0.025,,,,,,,,,,,0.73,0.86,0.9,0.9,0.9,3.0,3.4,3,2,-1,3,6,3,3.0,4.0,0.0,0.4,0.2,1.0,1.0,1.0,0.0,-1,0.0,0.8,1,5,0.0,1.414213562,0.0,0.0,0.8,1,0.666666667,-0.3939393939393942,-6.9999999999999885,-0.5353535353535355,0.0,-1.1102230246251563e-16,0
138,23,1.0,23,21,0.8,16,0,0,-,1,0,23,1.0,,,16,0.2,21.0,0.8,,,,,,,,,,,,,,,,,0.13,0.07,0.01,0.02,0.02,23.0,20.0,23,16,-7,23,21,-2,23.0,18.5,-3.0,-3.0,-3.0,-4.5,1.0,1.0,0.0,-7,0.0,2.0,1,2,0.0,2.5,0.0,0.0,2.0,1,0.695652174,0.8787878787878773,16.999999999999968,0.9393939393939376,0.0,-1.1102230246251563e-16,0
139,14,1.0,14,35,0.6,-9,2,0,Symm,7,0,14,1.0,,,-9,0.4,32.0,0.009375,33.0,0.05625,34.0,0.140625,35.0,0.1875,36.0,0.140625,37.0,0.05625,38.0,0.009375,,,,,0.48,0.67,0.7,0.64,0.65,14.0,17.4,14,-9,-23,14,38,24,14.0,29.5,3.4,3.4,3.4,15.5,1.0,0.2,-0.8,-23,0.0,21.57637597,1,8,0.0,14.67140075,0.0,0.979795897,21.57637597,1,0.642857143,-0.1313131313131313,-3.0000000000000013,-0.7171717171717165,0.5959595959595958,10.999999999999968,0
140,-2,1.0,-2,9,0.25,8,0,0,-,1,0,-2,1.0,,,8,0.75,9.0,0.25,,,,,,,,,,,,,,,,,0.91,0.98,0.98,0.99,0.98,-2.0,8.25,-2,8,10,-2,9,11,-2.0,8.5,10.25,10.25,10.25,10.5,-1.0,1.0,2.0,10,0.0,0.433012702,1,2,0.0,0.5,0.0,0.0,0.433012702,1,0.25,-0.999999999999998,-19.000000000000025,-0.999999999999998,-0.999999999999998,-19.000000000000025,0
141,28,0.8,-26,22,0.75,2,0,0,-,1,0,-26,0.2,28.0,0.8,2,0.25,22.0,0.75,,,,,,,,,,,,,,,,,0.77,0.7,0.62,0.6,0.62,17.2,17.0,-26,2,28,28,22,-6,1.0,12.0,-0.2,-0.2,-0.2,11.0,0.6,1.0,0.4,28,21.6,8.660254038,2,2,27.0,10.0,0.8,0.0,-12.93974596,1,0.076923077,0.0101010101010101,0.0526315789473683,-0.4949494949494952,-0.3939393939393941,-6.999999999999989,0
142,23,1.0,23,29,0.8,-8,0,0,-,1,0,23,1.0,,,-8,0.2,29.0,0.8,,,,,,,,,,,,,,,,,0.3,0.44,0.43,0.51,0.54,23.0,21.6,23,-8,-31,23,29,6,23.0,10.5,-1.4,-1.4,-1.4,-12.5,1.0,0.6,-0.4,-31,0.0,14.8,1,2,0.0,18.5,0.0,0.8,14.8,1,0.347826087,0.0707070707070706,0.9999999999999996,0.5151515151515154,0.3939393939393941,6.9999999999999885,0
143,67,0.5,-39,93,0.25,-15,0,0,-,1,0,-39,0.5,67.0,0.5,-15,0.75,93.0,0.25,,,,,,,,,,,,,,,,,0.53,0.58,0.54,0.6,0.63,14.0,12.0,-39,-15,24,67,93,26,14.0,39.0,-2.0,-2.0,-2.0,25.0,0.0,-0.5,-0.5,24,53.0,46.7653718,2,2,53.0,54.0,1.0,0.866025404,-6.234628196,1,0.384615385,0.2525252525252526,0.263157894736842,-0.999999999999998,0.999999999999998,6.157894736842098,0
144,16,0.8,12,15,1.0,15,2,0,Symm,9,0,12,0.2,16.0,0.8,11,0.00390625,12.0,0.03125,13.0,0.109375,14.0,0.21875,15.0,0.2734375,16.0,0.21875,17.0,0.109375,18.0,0.03125,19.0,0.00390625,,,0.42,0.5,0.44,0.42,0.42,15.2,15.0,12,11,-1,16,19,3,14.0,15.0,-0.2,-0.2,-0.2,1.0,1.0,1.0,0.0,-1,1.6,1.414213562,2,9,2.0,2.581988897,0.0,0.0,-0.185786438,1,0.916666667,0.7171717171717165,1.6315789473684197,-0.9191919191919176,0.0,-1.1102230246251563e-16,0
145,17,0.5,-27,3,0.75,-35,2,0,Symm,7,0,-27,0.5,17.0,0.5,-35,0.25,0.0,0.01171875,1.0,0.0703125,2.0,0.17578125,3.0,0.234375,4.0,0.17578125,5.0,0.0703125,6.0,0.01171875,,,,,0.42,0.43,0.42,0.34,0.34,-5.0,-6.5,-27,-35,-8,17,6,-11,-5.0,-1.75,-1.5,-1.5,-1.5,3.25,0.0,0.48828125,0.48828125,-8,22.0,16.48863245,2,8,22.0,12.70580576,1.0,0.865946113,-5.511367552,1,0.771428571,0.2121212121212122,0.9999999999999992,-0.2727272727272727,-0.999999999999998,-6.052631578947363,0
